age,articleNumber,bias-question,country,gender,language1,newsOutlet,politics,url
25,314.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
36,110.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
48,222.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/philadelphia-record-homicides-chicago-murders-2022
28,29.0,is-not-biased,Brazil,Male,Portuguese,CNN,Conservative,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
36,93.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
25,359.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
31,43.0,is-not-biased,United States,Male,English,FOX,Other,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
37,374.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
25,103.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/trial-capitol-riot-conviction-washington-guy-reffitt
40,410.0,is-not-biased,India,Male,Tamil,BBC,Liberal,https://www.bbc.co.uk/news/world-europe-60626921
36,351.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
56,412.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
59,85.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
38,392.0,is-not-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60498965
40,139.0,is-not-biased,United States,Male,English,FOX,Other,https://www.foxnews.com/us/ghislaine-maxwell-juror-falsely-answered-questionnaire-granted-immunity
55,446.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
37,225.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
42,176.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
34,274.0,is-biased,Albania,Male,English,FOX,Independent,https://www.foxnews.com/us/philadelphia-record-homicides-chicago-murders-2022
53,139.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/ghislaine-maxwell-juror-falsely-answered-questionnaire-granted-immunity
29,287.0,is-not-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60669763
35,359.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
64,258.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/new-york-city-man-rescued-arizona-hiking
47,301.0,is-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
46,153.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60624642
36,487.0,is-not-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/sherri-papini-california-kidnapping-bail
30,105.0,is-biased,Italy,Female,Italian,BBC,Other,https://www.bbc.co.uk/news/world-us-canada-60666251
26,193.0,is-not-biased,United States,Female,English,CNN,Other,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
35,382.0,is-biased,Canada,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60669763
44,377.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
25,87.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
67,171.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60666414
26,202.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60624642
32,478.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
26,129.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60660186
30,86.0,is-biased,France,Female,French,FOX,Liberal,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
25,461.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
70,375.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
23,406.0,is-biased,India,Male,English,FOX,Liberal,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
65,165.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60655723
67,309.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60597186
30,39.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60576847
41,63.0,is-not-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60660186
36,25.0,is-biased,India,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
54,334.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
29,129.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/entertainment-arts-60660186
44,329.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
33,281.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/nyc-career-criminal-slashes-man-after-freed-prior-attack
20,448.0,is-not-biased,United Kingdom,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
21,415.0,is-not-biased,Armenia,Female,English,FOX,Independent,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
36,498.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/entertainment-arts-60493614
30,184.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60670105
47,282.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
31,408.0,is-not-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60635930
54,499.0,is-not-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
27,90.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
35,172.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
52,387.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/san-francisco-officer-terrance-stangel-verdict-dacari-spiers-boudin
24,420.0,is-not-biased,United Kingdom,Female,English,FOX,Liberal,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
22,227.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
26,158.0,is-biased,India,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
31,213.0,is-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/nyc-career-criminal-slashes-man-after-freed-prior-attack
37,80.0,is-not-biased,India,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/uk-60650285
25,185.0,is-biased,Other,Male,English,FOX,Conservative,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
44,124.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
35,352.0,is-not-biased,Venezuela,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
30,229.0,is-not-biased,United States,Male,English,FOX,Other,https://www.foxnews.com/us/philadelphia-record-homicides-chicago-murders-2022
28,359.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60576847
34,244.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
33,217.0,is-biased,India,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60648911
40,6.0,is-biased,India,Female,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60666414
25,307.0,is-biased,Australia,Female,Spanish,CNN,Independent,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
38,121.0,is-not-biased,Brazil,Male,Portuguese,CNN,Independent,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
28,146.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/ghislaine-maxwell-juror-calls-false-answer-questionnaire-biggest-mistake
33,8.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
70,78.0,is-biased,United States,Male,English,BBC,Other,https://www.bbc.co.uk/news/world-middle-east-60660310
25,296.0,is-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/sherri-papini-detention-hearing/index.html
31,413.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
21,95.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
76,333.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
28,261.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/des-moines-iowa-high-school-shooting-murder-killed
31,274.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/philadelphia-record-homicides-chicago-murders-2022
25,263.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-60655349
31,272.0,is-not-biased,Brazil,Male,Portuguese,FOX,Independent,https://www.foxnews.com/us/los-angeles-robbery-suspects-home-invasion-studio-city
45,452.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60669763
42,406.0,is-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/holocaust-survivors-ukraine-emergency-aid-nonprofit
25,83.0,is-biased,United States,Male,English,CNN,Independent,https://www.cnn.com/2022/03/08/us/joplin-missouri-police-officers-shot/index.html
60,179.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/snow-cold-weather-forecast-us
53,205.0,is-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/university-north-texas-activists-disrupt-conservative-meeting
41,412.0,is-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/trevor-reed-biden-texas/index.html
24,379.0,is-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
54,376.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/health/florida-child-covid-vaccine-guidance/index.html
25,325.0,is-biased,Other,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60670105
34,256.0,is-biased,Pakistan,Female,English,FOX,Liberal,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
50,51.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60666251
46,163.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/health-60648869
29,163.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/health-60648869
30,454.0,is-not-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/dual-russian-american-citizen-kremlin-agent-doj
24,380.0,is-biased,United States,Male,English,FOX,Conservative,https://www.foxnews.com/us/former-keystone-pipeline-worker-says-us-energy-crisis-is-result-of-bidens-policies-we-tried-to-warn-you
59,499.0,is-not-biased,United States,Male,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
32,436.0,is-not-biased,United States,Female,English,FOX,Conservative,https://www.foxnews.com/us/nyc-career-criminal-slashes-man-after-freed-prior-attack
21,282.0,is-biased,United States,Male,English,FOX,Independent,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
28,471.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-middle-east-60660310
40,343.0,is-biased,United States,Female,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60576847
38,55.0,is-not-biased,United States,Male,English,BBC,Conservative,https://www.bbc.co.uk/news/world-us-canada-60666251
45,193.0,is-biased,United States,Female,English,CNN,Conservative,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
51,293.0,is-not-biased,Canada,Female,French,CNN,Liberal,https://www.cnn.com/2022/03/08/politics/poland-jets-ukraine-russia/index.html
33,148.0,is-biased,United States,Male,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
41,38.0,is-biased,United States,Male,Portuguese,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60576847
41,428.0,is-biased,United States,Female,English,BBC,Independent,https://www.bbc.co.uk/news/uk-60650285
40,367.0,is-not-biased,United States,Male,English,FOX,Liberal,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
60,155.0,is-not-biased,United States,Male,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
33,117.0,is-biased,United States,Female,English,BBC,Liberal,https://www.bbc.co.uk/news/world-us-canada-60656553
37,182.0,is-not-biased,United States,Male,English,BBC,Independent,https://www.bbc.co.uk/news/world-us-canada-60488367
25,334.0,is-not-biased,United States,Female,English,CNN,Independent,https://www.cnn.com/2022/03/08/europe/russia-invasion-ukraine-03-08-intl/index.html
22,111.0,is-not-biased,United States,Female,English,FOX,Liberal,https://www.foxnews.com/us/dc-truckers-convoy-loop-beltway-politicians-stories
50,190.0,is-not-biased,United States,Female,English,CNN,Liberal,https://www.cnn.com/2022/03/08/us/des-moines-iowa-school-shooting-tuesday/index.html
